victim_id,name,age,gender,address,district,socio_economic_status
VIC-2024-KA-0436,Gavin Ahluwalia,32,Female,"67, Mital Street, Akola 106684",Davangere,Lower Class
VIC-2024-KA-0437,Arjun Tandon,49,Male,"41/01, Mahal, Ranchi-508431",Shivamogga,Middle Class
VIC-2024-KA-0438,Chaitanya Lad,71,Other,"48, Devan Circle, Vijayanagaram 284591",Tumakuru,Lower Class
VIC-2024-KA-0439,Matthew Ravel,85,Female,"89/929, Suresh Street, Kulti 344660",Tumakuru,Lower Class
VIC-2024-KA-0440,Chanakya Parekh,36,Male,"H.No. 29, Jani Nagar, Kadapa 022276",Vijayapura,Lower Class
VIC-2024-KA-0441,Amara Kapadia,16,Female,"897, Nanda, Kolhapur-215391",Kalaburagi,Lower Class
VIC-2024-KA-0442,Upkaar Dutt,45,Male,"99/900, Brar Ganj, Ichalkaranji-046515",Ballari,Lower Class
VIC-2024-KA-0443,Dayamai Wagle,52,Other,"14, Goyal Zila, Jalgaon 252183",Mysuru,Middle Class
VIC-2024-KA-0444,Amruta Buch,82,Female,"050, Subramanian Road, Gorakhpur-844152",Davangere,Upper Middle Class
VIC-2024-KA-0445,Veda Borde,63,Other,"05, Kapoor Nagar, Morena-767510",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0446,Inaya Choudhry,14,Male,"H.No. 181, Kibe Chowk, Bhusawal-328105",Vijayapura,Middle Class
VIC-2024-KA-0447,Pranav Borra,43,Other,"365, Pillay Path, Bijapur 089338",Belagavi,Lower Class
VIC-2024-KA-0448,Nathan Ahluwalia,75,Male,"804, Misra Ganj, Kumbakonam-079190",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0449,Harinakshi Sant,11,Other,"58/32, Bahri Path, Gangtok 925216",Belagavi,Upper Middle Class
VIC-2024-KA-0450,Warda Narayanan,5,Male,"H.No. 109, Bhavsar, Ramgarh 575542",Shivamogga,Upper Middle Class
VIC-2024-KA-0451,Jhalak Kale,48,Female,"623, Chakraborty Marg, Tadipatri 336498",Vijayapura,Upper Middle Class
VIC-2024-KA-0452,Mitali Basu,14,Female,"H.No. 57, Kothari Marg, Baranagar 351661",Davangere,Lower Class
VIC-2024-KA-0453,Upadhriti Kara,22,Male,"26, Venkatesh Street, Nagaon-089478",Shivamogga,Upper Middle Class
VIC-2024-KA-0454,Niharika Nair,70,Male,"28/397, Arya Street, Pimpri-Chinchwad 159966",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0455,Ojas Kapadia,53,Female,"53, Chaudhry Marg, Tinsukia 980478",Ballari,Middle Class
VIC-2024-KA-0456,Dalaja Amble,11,Female,"887, Memon, Rohtak 847912",Tumakuru,Upper Middle Class
VIC-2024-KA-0457,Warda Vig,23,Male,"58/173, Varma Zila, Kollam 899322",Chikkamagaluru,Middle Class
VIC-2024-KA-0458,Geetika Nagarajan,42,Female,"76/68, Shetty Zila, Kadapa-330043",Belagavi,Lower Class
VIC-2024-KA-0459,Bakhshi Bahri,75,Female,"H.No. 258, Virk Marg, Bulandshahr-386030",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0460,Kashish Sahota,63,Other,"H.No. 02, Barad Marg, Danapur-239600",Mangaluru,Upper Middle Class
VIC-2024-KA-0461,Kala Ganguly,42,Other,"26, Balan Marg, Shimla 611759",Belagavi,Middle Class
VIC-2024-KA-0462,Udyati Bajwa,40,Male,"13, Gokhale Circle, Vijayanagaram-947673",Vijayapura,Middle Class
VIC-2024-KA-0463,Wazir Mallick,70,Female,"737, Mukhopadhyay Marg, Surat-845851",Ballari,Lower Class
VIC-2024-KA-0464,Wazir Balan,25,Other,"H.No. 897, Bahri Marg, Bhatpara 980632",Chikkamagaluru,Lower Class
VIC-2024-KA-0465,Dominic Ramanathan,35,Male,"H.No. 890, Sathe Path, Solapur 026582",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0466,Odika Subramaniam,17,Male,"H.No. 86, Vala, Shivpuri-433064",Hassan,Upper Middle Class
VIC-2024-KA-0467,Charvi Brar,53,Female,"H.No. 10, Gulati Zila, Berhampore 353118",Davangere,Lower Class
VIC-2024-KA-0468,Keya Sarin,40,Other,"30, Sridhar Path, Jamshedpur 298935",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0469,Idika Agate,84,Male,"40/62, Bhagat Path, Durgapur 521135",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0470,Lipika Deol,66,Male,"693, Sule Ganj, Pune 698847",Shivamogga,Middle Class
VIC-2024-KA-0471,Jeet Bumb,66,Female,"89/965, Thaker Nagar, Hajipur-536669",Vijayapura,Lower Class
VIC-2024-KA-0472,Sanya Rout,16,Male,"H.No. 225, Bora Path, Chandrapur-322021",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0473,Chakradev Dayal,14,Female,"585, Naik Zila, North Dumdum 998507",Davangere,Middle Class
VIC-2024-KA-0474,Yachana Bava,47,Other,"69/61, Chada, Udaipur-743598",Ballari,Middle Class
VIC-2024-KA-0475,Samesh Karan,42,Male,"92/65, Morar Road, Ichalkaranji-763807",Shivamogga,Middle Class
VIC-2024-KA-0476,Neha Saini,18,Other,"H.No. 387, Merchant Nagar, Kirari Suleman Nagar 416324",Chikkamagaluru,Lower Class
VIC-2024-KA-0477,Hema Choudhry,38,Male,"H.No. 812, Rajan Road, Tiruchirappalli-815877",Shivamogga,Middle Class
VIC-2024-KA-0478,Rishi Gulati,27,Male,"63/33, Basak Chowk, Agra 028170",Belagavi,Middle Class
VIC-2024-KA-0479,Triveni Sarkar,31,Male,"H.No. 516, Bhardwaj Road, Gangtok 525813",Davangere,Lower Class
VIC-2024-KA-0480,Lajita Ramakrishnan,55,Other,"H.No. 15, Vala Path, Guntakal-666144",Kalaburagi,Upper Middle Class
VIC-2024-KA-0481,Jeevika Kumer,63,Male,"952, Bala Ganj, Morena 588945",Vijayapura,Upper Middle Class
VIC-2024-KA-0482,Kabir Chatterjee,79,Male,"H.No. 471, Khalsa Street, Shivpuri 583193",Tumakuru,Upper Middle Class
VIC-2024-KA-0483,Gautam Morar,46,Male,"75/951, Morar Circle, Tirunelveli-177896",Tumakuru,Lower Class
VIC-2024-KA-0484,Chasmum Sharma,10,Other,"04, Rout Zila, Jalandhar-112112",Chikkamagaluru,Middle Class
VIC-2024-KA-0485,William Rau,45,Male,"57, Karpe, Sangli-Miraj & Kupwad-026433",Mangaluru,Middle Class
VIC-2024-KA-0486,Harinakshi Bhatnagar,70,Female,"63, Chakraborty Ganj, Dehri 015804",Vijayapura,Middle Class
VIC-2024-KA-0487,Aryan Mallick,79,Female,"45/62, Kade Nagar, Siliguri-562911",Bengaluru Rural,Lower Class
VIC-2024-KA-0488,Avi Dua,26,Female,"H.No. 47, Kamdar, Kalyan-Dombivli 005656",Ballari,Upper Middle Class
VIC-2024-KA-0489,Lajita Swaminathan,54,Male,"46, Mandal Path, Vellore-309087",Mysuru,Middle Class
VIC-2024-KA-0490,Tripti Gola,49,Female,"90/543, Khare Street, Bettiah 536872",Tumakuru,Lower Class
VIC-2024-KA-0491,Vedhika Shankar,67,Male,"44/637, Rattan Chowk, Chandrapur 067389",Belagavi,Middle Class
VIC-2024-KA-0492,Hamsini Pillai,37,Male,"816, Bhatnagar Zila, Kadapa-081921",Ballari,Lower Class
VIC-2024-KA-0493,Tanveer Ratti,73,Female,"H.No. 515, Balan Street, Naihati-469659",Mysuru,Lower Class
VIC-2024-KA-0494,Jonathan Devi,48,Male,"H.No. 49, Swamy Nagar, Kolkata-597678",Bengaluru Urban,Middle Class
VIC-2024-KA-0495,Chaitanya Din,75,Female,"463, Bawa Nagar, Raiganj 455590",Shivamogga,Lower Class
VIC-2024-KA-0496,Ikshita Bail,41,Male,"21/95, Sagar Chowk, Burhanpur 990097",Tumakuru,Upper Middle Class
VIC-2024-KA-0497,Urvi Deep,56,Other,"06/89, Sampath Circle, Jodhpur 650468",Mangaluru,Lower Class
VIC-2024-KA-0498,Eesha Balakrishnan,48,Female,"H.No. 78, Keer Zila, Allahabad 104281",Bengaluru Urban,Middle Class
VIC-2024-KA-0499,Prisha Chatterjee,32,Male,"H.No. 096, Tata Circle, Katihar-718914",Belagavi,Upper Middle Class
VIC-2024-KA-0500,Zehaan Mannan,21,Female,"H.No. 12, Kannan Path, Serampore-845875",Chikkamagaluru,Lower Class
VIC-2024-KA-0501,Bhavna Choudhry,30,Female,"H.No. 075, Sangha, Madhyamgram-825658",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0502,Siddharth Kara,51,Male,"04/22, Din Zila, Bokaro-753352",Shivamogga,Lower Class
VIC-2024-KA-0503,Dhriti Mander,57,Male,"H.No. 94, Atwal Nagar, Moradabad 002984",Ballari,Middle Class
VIC-2024-KA-0504,Balvan Gupta,75,Male,"810, Kuruvilla Chowk, Sagar 959982",Hassan,Lower Class
VIC-2024-KA-0505,Garima Mani,59,Other,"96/442, Dey Marg, Sasaram 373534",Mangaluru,Middle Class
VIC-2024-KA-0506,Hritik Bail,74,Male,"665, Garde Street, Kanpur-711769",Mysuru,Middle Class
VIC-2024-KA-0507,Qarin Rastogi,46,Other,"74/67, Dara Nagar, Thanjavur 765863",Mysuru,Upper Middle Class
VIC-2024-KA-0508,Urvashi Prasad,68,Female,"306, Sarma Ganj, Jehanabad-108370",Bengaluru Urban,Lower Class
VIC-2024-KA-0509,Kamala Dugal,13,Male,"83/90, Deo Ganj, Amritsar 835844",Kalaburagi,Upper Middle Class
VIC-2024-KA-0510,Janya Chaudhuri,26,Female,"18/833, Andra, Thoothukudi 136106",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0511,Jagvi Trivedi,19,Male,"64/51, Nagarajan Street, Mehsana-043923",Kalaburagi,Upper Middle Class
VIC-2024-KA-0512,Yachana Dave,6,Other,"H.No. 548, Sethi Marg, Siliguri 341520",Davangere,Lower Class
VIC-2024-KA-0513,Qabil Prashad,55,Female,"68/746, Setty Nagar, Raichur-182258",Hassan,Middle Class
VIC-2024-KA-0514,Aahana Minhas,39,Female,"H.No. 814, Babu Ganj, Mira-Bhayandar 960542",Hassan,Middle Class
VIC-2024-KA-0515,Libni Purohit,5,Other,"H.No. 294, Rama Circle, Junagadh-638900",Bengaluru Urban,Middle Class
VIC-2024-KA-0516,Irya Kunda,68,Female,"23/425, Nair Zila, Pondicherry-637326",Belagavi,Upper Middle Class
VIC-2024-KA-0517,Turvi Chadha,23,Other,"H.No. 878, Bhatia Road, Cuttack-218299",Hassan,Middle Class
VIC-2024-KA-0518,Girik Raval,71,Other,"46/00, Narayan Street, Bhiwani-903137",Mangaluru,Upper Middle Class
VIC-2024-KA-0519,Bimala Morar,85,Female,"07/29, Sodhi Street, Mumbai-680640",Hassan,Middle Class
VIC-2024-KA-0520,Kiaan Ramanathan,41,Other,"H.No. 459, Palla Chowk, Rourkela 179703",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0521,Idika Bose,30,Other,"H.No. 28, Sidhu Zila, Pallavaram 188759",Chikkamagaluru,Middle Class
VIC-2024-KA-0522,Zehaan Srivastava,51,Female,"46, Thaman Path, Munger 429220",Mysuru,Lower Class
VIC-2024-KA-0523,Jairaj Choudhury,25,Other,"73/102, Sanghvi Circle, Tumkur-678409",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0524,Ishwar Nazareth,17,Other,"H.No. 188, Chokshi Street, Amritsar 471601",Ballari,Middle Class
VIC-2024-KA-0525,Harish Dash,50,Female,"682, Suresh Chowk, Dhanbad 293981",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0526,Farhan Sankaran,36,Female,"373, Purohit Zila, Jhansi 382605",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0527,Theodore Karnik,16,Male,"H.No. 470, Kothari Chowk, Udaipur-321319",Kalaburagi,Lower Class
VIC-2024-KA-0528,Gaurav Majumdar,19,Male,"H.No. 515, Pathak Street, Shivpuri-652895",Ballari,Upper Middle Class
VIC-2024-KA-0529,Advik Bera,64,Female,"53/010, Saraf Nagar, Navi Mumbai 556703",Bengaluru Rural,Lower Class
VIC-2024-KA-0530,Chaitaly Bhatnagar,27,Female,"99/49, Shankar Zila, Bahraich 584189",Hassan,Lower Class
VIC-2024-KA-0531,Qasim Seth,11,Male,"88/287, Karan Street, Chapra 364988",Mysuru,Middle Class
VIC-2024-KA-0532,Keya Hegde,61,Other,"H.No. 30, Bala, Nandyal 342084",Kalaburagi,Lower Class
VIC-2024-KA-0533,Ekiya Pingle,8,Female,"95, Solanki Path, Loni-178026",Hassan,Middle Class
VIC-2024-KA-0534,Hritik Bal,74,Male,"060, Buch Path, Silchar-231942",Kalaburagi,Upper Middle Class
VIC-2024-KA-0535,Anirudh Mall,16,Other,"45/16, Deshmukh Path, Nanded 333036",Belagavi,Lower Class
VIC-2024-KA-0536,Lucky Srinivas,80,Female,"H.No. 91, Kaul Nagar, Jamnagar 080831",Shivamogga,Lower Class
VIC-2024-KA-0537,Dalbir Tandon,60,Male,"574, Ramanathan, Sasaram-209370",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0538,Meghana Deep,7,Female,"78, Palan Ganj, Nagercoil-585985",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0539,Bhavani Borra,67,Male,"17, Batra Circle, Ujjain 021556",Hassan,Lower Class
VIC-2024-KA-0540,Advay Setty,6,Female,"H.No. 028, Gulati Circle, Mangalore 139810",Tumakuru,Lower Class
VIC-2024-KA-0541,Chaaya Kapoor,30,Male,"93/21, Korpal, Hospet-664399",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0542,Tamanna Bali,83,Female,"304, Grover Marg, Mango 468032",Vijayapura,Upper Middle Class
VIC-2024-KA-0543,Aachal Nagy,81,Female,"06/26, Rajagopalan, Vijayawada-945794",Davangere,Upper Middle Class
VIC-2024-KA-0544,Maanas Kulkarni,21,Other,"69, Karan Street, Katni 984454",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0545,Champak Sant,30,Other,"H.No. 37, Seshadri Street, Mumbai-739429",Mysuru,Middle Class
VIC-2024-KA-0546,Sanaya Barad,15,Female,"172, Patla Nagar, Ichalkaranji-468120",Kalaburagi,Lower Class
VIC-2024-KA-0547,Ekapad Barman,36,Female,"H.No. 360, Shan Zila, Karnal 002699",Hubballi-Dharwad,Lower Class
VIC-2024-KA-0548,Hardik Kumer,47,Other,"153, Konda Nagar, Amritsar-480891",Hassan,Upper Middle Class
VIC-2024-KA-0549,Vyanjana Date,66,Female,"H.No. 302, Ganesan Road, Buxar 406350",Mangaluru,Lower Class
VIC-2024-KA-0550,Upadhriti Randhawa,69,Male,"342, Kota Marg, Khammam 701316",Tumakuru,Lower Class
VIC-2024-KA-0551,Adweta Sodhi,42,Female,"68/81, Banik Circle, Alwar 869993",Davangere,Middle Class
VIC-2024-KA-0552,Chakradhar Parsa,42,Male,"98, Grewal, Varanasi-120701",Mysuru,Lower Class
VIC-2024-KA-0553,Sai Hans,5,Male,"74/14, Mistry Chowk, Maheshtala-447076",Kalaburagi,Lower Class
VIC-2024-KA-0554,Saksham Talwar,30,Male,"H.No. 196, Goyal Path, Jabalpur-492219",Tumakuru,Lower Class
VIC-2024-KA-0555,Waida Parmar,11,Other,"69/62, Sekhon Nagar, Tezpur-489910",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0556,Vincent Parmer,20,Female,"H.No. 19, Barad Zila, Chittoor-511213",Mysuru,Middle Class
VIC-2024-KA-0557,Dhruv Jaggi,16,Female,"22, Shah Nagar, Deoghar-548664",Chikkamagaluru,Middle Class
VIC-2024-KA-0558,Faris Barad,13,Female,"461, Sankar, Mau-152116",Ballari,Upper Middle Class
VIC-2024-KA-0559,Omya Kaur,22,Other,"48/10, Om Marg, Nashik-931628",Mysuru,Middle Class
VIC-2024-KA-0560,Chandran Chaudhari,15,Female,"H.No. 441, Kibe Street, Kumbakonam 928973",Hassan,Lower Class
VIC-2024-KA-0561,Vaishnavi Mital,57,Female,"34/011, Garg Ganj, Deoghar-830308",Tumakuru,Middle Class
VIC-2024-KA-0562,Aayush Ravel,49,Male,"H.No. 17, Bhatti Street, Akola-340825",Mysuru,Middle Class
VIC-2024-KA-0563,Naveen Karnik,42,Male,"037, Lala Road, Sri Ganganagar 326469",Mysuru,Lower Class
VIC-2024-KA-0564,Zaitra Yohannan,28,Female,"H.No. 48, Barad Circle, Ghaziabad 735447",Kalaburagi,Upper Middle Class
VIC-2024-KA-0565,Ryan Gour,64,Male,"43/80, Bajwa Path, Jodhpur 582138",Hassan,Upper Middle Class
VIC-2024-KA-0566,Eshana Ahuja,24,Male,"57/365, Sidhu Road, Tirupati 121835",Vijayapura,Upper Middle Class
VIC-2024-KA-0567,Tristan Sant,81,Male,"31, Ganesh Circle, Chandrapur 274517",Bengaluru Urban,Lower Class
VIC-2024-KA-0568,Odika Mistry,33,Female,"51/61, Anne Marg, Guntakal-249550",Mangaluru,Upper Middle Class
VIC-2024-KA-0569,Qadim Contractor,67,Male,"850, Comar Chowk, Aligarh 855316",Bengaluru Rural,Middle Class
VIC-2024-KA-0570,Triveni Talwar,11,Male,"H.No. 45, Salvi Zila, Bidhannagar 850177",Mangaluru,Lower Class
VIC-2024-KA-0571,Nitara Kannan,20,Male,"39/86, Dayal, Amravati-237594",Bengaluru Rural,Middle Class
VIC-2024-KA-0572,Charita Bhattacharyya,63,Other,"74, Issac Ganj, Sultan Pur Majra 002535",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0573,Kevin Wable,59,Female,"54, Murty Circle, Gangtok-855441",Chikkamagaluru,Middle Class
VIC-2024-KA-0574,Aachal Borde,31,Female,"11/05, Ranganathan Nagar, Yamunanagar-975175",Mysuru,Upper Middle Class
VIC-2024-KA-0575,Darsh Cherian,74,Other,"43/154, Sachdev, Rourkela 737217",Mangaluru,Upper Middle Class
VIC-2024-KA-0576,Indira More,44,Other,"11/12, Bhandari Nagar, Kottayam-975582",Hassan,Lower Class
VIC-2024-KA-0577,Balendra Iyengar,32,Male,"H.No. 079, Chauhan Zila, Faridabad 991765",Bengaluru Rural,Lower Class
VIC-2024-KA-0578,Nimrat Menon,63,Other,"88, Taneja Marg, Raurkela Industrial Township-531456",Mysuru,Middle Class
VIC-2024-KA-0579,Urmi Seth,45,Other,"92, Malhotra Chowk, Suryapet 271634",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0580,Owen Nanda,11,Male,"35, Rout Nagar, Moradabad-647412",Ballari,Lower Class
VIC-2024-KA-0581,Joshua Dutta,59,Female,"948, Mishra Zila, Tirunelveli 230126",Vijayapura,Upper Middle Class
VIC-2024-KA-0582,Yuvraj Thakkar,25,Other,"H.No. 632, Agate Zila, Lucknow-506024",Mysuru,Middle Class
VIC-2024-KA-0583,Nathan Thaker,70,Male,"H.No. 746, Manda Zila, Bhind-457751",Bengaluru Urban,Upper Middle Class
VIC-2024-KA-0584,Ojas Doctor,69,Female,"H.No. 783, Varkey, Asansol 676494",Shivamogga,Lower Class
VIC-2024-KA-0585,Shaurya Choudhry,76,Other,"H.No. 23, Borah Chowk, Dehri-120077",Shivamogga,Lower Class
VIC-2024-KA-0586,Dalaja Badal,15,Other,"786, Chaudhary, Bhusawal 500549",Mysuru,Lower Class
VIC-2024-KA-0587,Upkaar Joshi,33,Other,"H.No. 12, Kothari Nagar, South Dumdum 952934",Mysuru,Lower Class
VIC-2024-KA-0588,Yash Oommen,67,Female,"39/117, Kannan Nagar, Srikakulam 700303",Hassan,Upper Middle Class
VIC-2024-KA-0589,Bimala Bhatt,82,Other,"60/36, Bumb Marg, Shivpuri-175050",Mysuru,Upper Middle Class
VIC-2024-KA-0590,Aarna Dutt,6,Other,"315, Bawa Street, Satara 742814",Shivamogga,Lower Class
VIC-2024-KA-0591,Janani Kohli,40,Male,"49, Bora Chowk, Indore 623090",Mangaluru,Upper Middle Class
VIC-2024-KA-0592,Advik Magar,57,Male,"H.No. 00, Pall Ganj, Dibrugarh 197950",Chikkamagaluru,Lower Class
VIC-2024-KA-0593,Qarin Ganesh,71,Male,"81/673, Kannan Nagar, Dhule 482777",Shivamogga,Lower Class
VIC-2024-KA-0594,Charan Chandran,74,Female,"71, Bajwa Marg, Patiala 957428",Hassan,Middle Class
VIC-2024-KA-0595,Caleb Sehgal,21,Other,"32, Pillay Street, Belgaum 614878",Ballari,Upper Middle Class
VIC-2024-KA-0596,Shaurya Sane,77,Male,"18/657, Kunda Marg, Kirari Suleman Nagar 350284",Tumakuru,Middle Class
VIC-2024-KA-0597,Wishi Bera,48,Male,"42, Memon Circle, Tadipatri-268064",Ballari,Middle Class
VIC-2024-KA-0598,Thomas Shah,82,Male,"H.No. 586, Rau Circle, Bhilwara 739617",Vijayapura,Lower Class
VIC-2024-KA-0599,Vincent Sibal,26,Female,"91/40, Narasimhan Marg, Morbi-836276",Bengaluru Rural,Lower Class
VIC-2024-KA-0600,Gavin Mand,80,Female,"391, Malhotra Marg, Bhusawal 494381",Hassan,Upper Middle Class
VIC-2024-KA-0601,Wakeeta Dani,69,Male,"16, Jain Nagar, Gorakhpur 256964",Hassan,Upper Middle Class
VIC-2024-KA-0602,Yashoda Gopal,18,Female,"23/52, Iyer Marg, Pali 550702",Mysuru,Upper Middle Class
VIC-2024-KA-0603,Gauri Narula,5,Male,"H.No. 111, Sathe Road, Kirari Suleman Nagar-377858",Bengaluru Rural,Lower Class
VIC-2024-KA-0604,Barkha Lal,59,Male,"41, Ramaswamy Marg, Kakinada-894845",Kalaburagi,Upper Middle Class
VIC-2024-KA-0605,Ladli Solanki,7,Other,"657, Sachar Marg, Thane 632348",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0606,Champak Rau,79,Female,"18/448, Shukla Zila, Mirzapur-239341",Bengaluru Rural,Middle Class
VIC-2024-KA-0607,Warda Tailor,7,Male,"H.No. 185, Master Circle, Nandyal-213757",Shivamogga,Lower Class
VIC-2024-KA-0608,Benjamin Thaker,17,Female,"792, Hari Path, Srikakulam-925104",Belagavi,Middle Class
VIC-2024-KA-0609,Barkha Goel,27,Male,"H.No. 92, Parikh Marg, Jabalpur-742255",Hassan,Upper Middle Class
VIC-2024-KA-0610,Saanvi Sahni,55,Other,"H.No. 95, Balan Nagar, Tirupati 839891",Hubballi-Dharwad,Upper Middle Class
VIC-2024-KA-0611,Mohini Rao,8,Female,"H.No. 868, Dube Marg, Jorhat 684881",Davangere,Lower Class
VIC-2024-KA-0612,Maanav Rege,63,Male,"30, Wable Path, Nadiad 886102",Mangaluru,Lower Class
VIC-2024-KA-0613,Wazir Chaudhary,61,Male,"H.No. 30, Sharma Chowk, Panihati-827098",Mangaluru,Lower Class
VIC-2024-KA-0614,Harinakshi Bala,81,Other,"14/11, Dua Road, Baranagar 310030",Vijayapura,Lower Class
VIC-2024-KA-0615,Abhimanyu Pathak,17,Other,"28/54, Natarajan Ganj, Kishanganj 553997",Mysuru,Middle Class
VIC-2024-KA-0616,Reyansh Chaudhari,80,Female,"886, Hayer Nagar, Aligarh 110081",Mysuru,Lower Class
VIC-2024-KA-0617,Falak Setty,21,Male,"53, Dash Zila, Amritsar 819008",Hubballi-Dharwad,Middle Class
VIC-2024-KA-0618,Charan Sinha,62,Male,"638, Srinivas Path, Dibrugarh-524859",Mangaluru,Upper Middle Class
VIC-2024-KA-0619,Rajeshri Parikh,47,Male,"64/695, Banik Path, Durgapur 111047",Ballari,Lower Class
VIC-2024-KA-0620,Nitara Dara,52,Male,"24, Dubey Marg, South Dumdum-728666",Mangaluru,Upper Middle Class
VIC-2024-KA-0621,Yoshita Pant,44,Other,"H.No. 968, Khurana Street, Jaipur-286798",Mangaluru,Upper Middle Class
VIC-2024-KA-0622,Laksh Dhar,10,Other,"17, Sem Marg, Shivpuri 328005",Kalaburagi,Lower Class
VIC-2024-KA-0623,Manthan Golla,30,Male,"H.No. 45, Nanda Road, Navi Mumbai 537663",Davangere,Middle Class
VIC-2024-KA-0624,Advika Khanna,36,Female,"53/273, Kala Street, Munger 513687",Tumakuru,Lower Class
VIC-2024-KA-0625,Zilmil Gola,24,Other,"14, Guha, Bharatpur-968444",Kalaburagi,Middle Class
VIC-2024-KA-0626,Om Uppal,35,Male,"H.No. 129, Pandit, Delhi 986605",Shivamogga,Lower Class
VIC-2024-KA-0627,Sai Manda,9,Male,"H.No. 751, Narasimhan Chowk, Kollam-688417",Tumakuru,Lower Class
VIC-2024-KA-0628,Nitara Kadakia,38,Male,"624, Krishnan Street, Sirsa-767219",Vijayapura,Lower Class
VIC-2024-KA-0629,Faraj Gupta,26,Male,"H.No. 298, Sarma Street, Firozabad 655347",Shivamogga,Lower Class
VIC-2024-KA-0630,Isaac Sahni,84,Male,"77/27, Murty Marg, Shimoga 030021",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0631,Maya Mangat,58,Male,"53/133, Bora Nagar, Rohtak-975548",Vijayapura,Upper Middle Class
VIC-2024-KA-0632,Mugdha Hari,45,Female,"622, Chander Road, Parbhani 511799",Tumakuru,Middle Class
VIC-2024-KA-0633,Bhavika Wagle,33,Male,"H.No. 55, Dewan Street, Suryapet-026275",Shivamogga,Middle Class
VIC-2024-KA-0634,Nidhi Morar,41,Female,"88, Contractor Nagar, Kumbakonam-782673",Bengaluru Rural,Upper Middle Class
VIC-2024-KA-0635,Nandini Rama,44,Female,"86, Talwar Nagar, Ambattur-561490",Mangaluru,Middle Class
VIC-2024-KA-0636,Rishi Chatterjee,72,Female,"H.No. 57, Pingle Circle, Bhopal-597407",Shivamogga,Upper Middle Class
VIC-2024-KA-0637,Hemal Mane,40,Other,"28/48, Rajagopalan, Tadepalligudem-835969",Davangere,Lower Class
VIC-2024-KA-0638,Kabir Chahal,21,Female,"72/830, Mand Road, Srinagar-040593",Chikkamagaluru,Lower Class
VIC-2024-KA-0639,Viraj Sampath,17,Female,"77/293, Kurian Ganj, Gudivada 947160",Chikkamagaluru,Lower Class
VIC-2024-KA-0640,Nirja Randhawa,29,Female,"28/06, Sampath Chowk, Sambalpur-795274",Davangere,Lower Class
VIC-2024-KA-0641,Advaith Vohra,20,Female,"37, Ahuja, Jorhat 411461",Ballari,Lower Class
VIC-2024-KA-0642,Zarna Dugar,12,Other,"H.No. 67, Ramaswamy Road, Hajipur-365683",Davangere,Upper Middle Class
VIC-2024-KA-0643,Ekansh Sunder,46,Male,"455, Venkataraman Zila, Aligarh 613290",Ballari,Middle Class
VIC-2024-KA-0644,Hiral Sodhi,63,Male,"H.No. 90, Chopra Circle, Tirupati 209127",Vijayapura,Middle Class
VIC-2024-KA-0645,Darika Thaman,70,Male,"H.No. 521, Pall Chowk, Katni-691391",Kalaburagi,Middle Class
VIC-2024-KA-0646,Oeshi Parmar,50,Male,"82, Dewan Nagar, Bhilai-145198",Vijayapura,Middle Class
VIC-2024-KA-0647,Aarini Ben,39,Other,"15, Nagar Marg, Rourkela-500018",Bengaluru Rural,Middle Class
VIC-2024-KA-0648,Aishani Shroff,22,Male,"54/85, Vyas Path, Morbi-052034",Chikkamagaluru,Upper Middle Class
VIC-2024-KA-0649,Yutika Basu,52,Male,"60/10, Kumar Marg, Chapra 717479",Bengaluru Rural,Lower Class
VIC-2024-KA-0650,Aashi Khatri,85,Female,"H.No. 834, Brahmbhatt Path, Uluberia 029666",Belagavi,Middle Class
VIC-2024-KA-0651,Nidhi Om,32,Male,"H.No. 16, Vaidya, Karnal-329889",Hassan,Lower Class
VIC-2024-KA-0652,Harish Cherian,16,Male,"H.No. 115, Bail Street, Ghaziabad-457224",Belagavi,Middle Class
VIC-2024-KA-0653,Rudra Sheth,15,Female,"H.No. 866, Parekh Zila, Ghaziabad-253088",Mangaluru,Upper Middle Class
VIC-2024-KA-0654,Urvi Pai,84,Female,"H.No. 888, Chadha Path, Chandigarh 585541",Kalaburagi,Middle Class
